,Top_1_name,Predictions
Plato,greece,Greece
Platypus,australia,Australia
Playing_card,france,France
Pleiades_%28star_cluster%29,afghanistan,Afghanistan
Plesiosaur,afghanistan,Afghanistan
Pliocene,afghanistan,Afghanistan
Plover,australia,Australia
Plum,china,China
Pluto,,
Plutonium,china,China
Plymouth,united kingdom,United Kingdom
Pneumonia,,
Pochard,afghanistan,Afghanistan
Podcasting,united states,United States
Poetry,china,China
Poetry_of_the_United_States,united states,United States
Poison_gas_in_World_War_I,france,France
Pok%C3%A9mon_Trading_Card_Game,japan,Japan
Poland,poland,Poland
Polar_coordinate_system,italy,Italy
Polar_ice_cap,antarctica,Antarctica
Police,germany,Germany
Police_state,germany,Germany
Polish%E2%80%93Muscovite_War_%281605%E2%80%931618%29,russia,Russia
Polish-Lithuanian_Commonwealth,poland,Poland
Polish-Muscovite_War_%281605%E2%80%931618%29,russia,Russia
Polish-Soviet_War,poland,Poland.
Political_economy,afghanistan,Afghanistan
Political_integration_of_India,india,India
Political_philosophy,china,China
Political_science,afghanistan,Afghanistan
Politics,afghanistan,Afghanistan
Politics_of_the_United_Kingdom,united kingdom,United Kingdom
Pollinator,australia,Australia
Pollinator_decline,afghanistan,Afghanistan
Pollution,united states,United States
Polonium,poland,Poland
Polymerase_chain_reaction,united states,United States
Pompeii,italy,Italy
Pond,afghanistan,Afghanistan
PONG,united states,United States
Pontiac%27s_Rebellion,united states,United States
Pony,,
Poor_Law,united kingdom,United Kingdom
Pope,germany,Germany
Pope_Benedict_XVI,germany,Germany
Pope_John_Paul_II,poland,Poland
Pope_Pius_XII,italy,Italy
Popular_culture,,
Popular_culture_studies,afghanistan,Afghanistan
Population_history_of_American_indigenous_peoples,united states,United States
Pop_Idol,united kingdom,United Kingdom
Porgy_and_Bess,united states,United States
Porto-Novo,benin,Benin
Portsmouth,united kingdom,United Kingdom
Portugal,portugal,Portugal
Portuguese_Communist_Party,portugal,Portugal
Portuguese_language,brazil,Brazil
Port_Louis,mauritius,Mauritius
Post-glacial_rebound,canada,Canada
Postage_stamp,afghanistan,Afghanistan
Postman_Pat,united kingdom,United Kingdom
Potassium,afghanistan,Afghanistan
Potassium_iodide,afghanistan,Afghanistan
Potassium_nitrate,chile,Chile
Potato,afghanistan,Afghanistan
Pottery,japan,Japan
Poultry,china,China
Pound_sterling,united kingdom,United Kingdom
Poverty,indonesia,Indonesia
Prague,,Czech Republic.
Praia,cape verde,Cape Verde
Praseodymium,australia,Australia
Pre-Raphaelite_Brotherhood,united kingdom,United Kingdom
Precambrian,afghanistan,Afghanistan
Prehistoric_man,afghanistan,Afghanistan
President_of_the_United_States,united states,United States
Pretoria,south africa,South Africa
Pride_and_Prejudice,united kingdom,United Kingdom
Prime_Minister_of_the_United_Kingdom,united kingdom,United Kingdom
Prime_number,,
Primula,china,China
Princeton_University,united states,United States
Principality,monaco,Monaco
Printmaking,japan,Japan
Prion,afghanistan,Afghanistan
Private_Peaceful,united kingdom,United Kingdom
Privy_Council_of_the_United_Kingdom,united kingdom,United Kingdom
Probability_theory,,
Programming_language,united states,United States
Project_MKULTRA,united states,United States
Project_Vanguard,united states,United States
Promethium,afghanistan,Afghanistan
Propaganda,afghanistan,Afghanistan
Property,,
Prospecting,australia,Australia
Prostate_cancer,united states,United States
Protactinium,afghanistan,Afghanistan
Protein,,
Protoceratops,mongolia,Mongolia
Proton,,
Proxima_Centauri,,
Pro_Milone,italy,Italy
PRR_GG1,united states,United States
PRR_M1,united states,United States
Psittacosaurus,china,China
PSR_B1620-26c,afghanistan,Afghanistan
Psychology,australia,Australia
Pterosaur,afghanistan,Afghanistan
Ptolemy,egypt,Egypt
Publishing,afghanistan,Afghanistan
Puerto_Rico,puerto rico,Puerto Rico
Puffin,iceland,Iceland
Pumpkin,australia,Australia
Punctuated_equilibrium,,
Pupil,,
Pygmy_Hippopotamus,liberia,Liberia
Pyongyang,north korea,North Korea
Pyotr_Ilyich_Tchaikovsky,russia,Russia
Pyramid,egypt,Egypt
Pyrite,afghanistan,Afghanistan
Pythagoras,greece,Greece
Pythagorean_theorem,china,China
Python_%28programming_language%29,australia,Australia
Qatar,qatar,Qatar
Qing_Dynasty,china,China
Qin_Dynasty,china,China
Qin_Shi_Huang,china,China
Quantity,afghanistan,Afghanistan
Quantum_chemistry,afghanistan,Afghanistan
Quantum_computer,afghanistan,Afghanistan
Quantum_mechanics,,
Quark,afghanistan,Afghanistan
Quartz,afghanistan,Afghanistan
Quatermass_and_the_Pit,united kingdom,United Kingdom
Queen_%28band%29,united kingdom,United Kingdom
Quetzalcoatl,mexico,Mexico
Quito,ecuador,Ecuador
Qur%27an,afghanistan,Afghanistan
R%C3%A9union,réunion,Réunion
Rabat,morocco,Morocco
Rabbit,afghanistan,Afghanistan
Rabies,india,India
Rabindranath_Tagore,india,India
Race,united states,United States
Radar,australia,Australia
Radhanite,france,France
Radio,afghanistan,Afghanistan
Radio_frequency,afghanistan,Afghanistan
Radio_telescope,russia,Russia
Radish,china,China
Radium,afghanistan,Afghanistan
Radon,germany,Germany
Ragtime,united states,United States
Railway_post_office,united states,United States
Rail_transport,united states,United States
Rail_transport_in_India,india,India
Rain,united states,United States
Rainbow,canada,Canada
Rainforest,brazil,Brazil
Rainhill_Trials,united kingdom,United Kingdom
Raising_the_Flag_on_Iwo_Jima,united states,United States
Ralph_Nader,united states,United States
Rama,india,India.
Ramayana,india,India
Ramesses_II,egypt,Egypt
Ramsgate,united kingdom,United Kingdom
Raney_nickel,afghanistan,Afghanistan
Ran_%28film%29,japan,Japan
Raphael,italy,Italy
Rapping,united states,United States
Raven,canada,Canada
Ray_of_Light,united states,United States
Real_tennis,united kingdom,United Kingdom
Rebecca_Helferich_Clarke,united kingdom,United Kingdom
Recorder,afghanistan,Afghanistan
Recycling,afghanistan,Afghanistan
Redshift,,
Redwing,afghanistan,Afghanistan
Redwood_National_and_State_Parks,united states,United States
Red_dwarf,,
Red_giant,,
Red_Kite,afghanistan,Afghanistan
Red_Panda,china,China
Red_rain_in_Kerala,india,India
Red_Sea,egypt,Egypt
Reed_Bunting,afghanistan,Afghanistan
Reed_Warbler,afghanistan,Afghanistan
Refining,australia,Australia
Refrigerator_car,united states,United States
Regent%27s_Park,united kingdom,United Kingdom
Reggae,jamaica,Jamaica
Reggaeton,puerto rico,Puerto Rico
Religion,india,India
Religious_Society_of_Friends,bolivia,Bolivia
Rembrandt,netherlands,Netherlands
Ren%C3%A9_Descartes,france,France
Renaissance,italy,Italy
Renaissance_music,italy,Italy
Renminbi,china,China
Renormalization,,
Reptile,australia,Australia
Republic_of_China,taiwan,Taiwan
Republic_of_Ireland,ireland,Ireland
Republic_of_Macedonia,,Macedonia
Republic_of_the_Congo,,Democratic Republic of the Congo
RER,france,France
Restoration_comedy,united kingdom,United Kingdom
Restoration_literature,,England
Retina,china,China
Retinol,china,China
Retreat_of_glaciers_since_1850,united states,United States
Revised_Standard_Version,afghanistan,Afghanistan
Revolution,united kingdom,United Kingdom
Reza_Shah,iran,Iran
Rhenium,afghanistan,Afghanistan
Rhine,germany,Germany
Rhode_Island,united states,United States
Rhodium%28III%29_chloride,,
Rhodium,south africa,South Africa
Rhubarb,afghanistan,Afghanistan
Rhythm_and_blues,united states,United States
Rice,united states,United States
Richard_Feynman,united states,United States
Richard_Francis_Burton,afghanistan,Afghanistan
Richard_III_%28play%29,united kingdom,United Kingdom
Richard_III_of_England,,England
Richard_II_of_England,,England
Richard_I_of_England,france,France
Richard_Nixon,united states,United States
Richard_O%27Connor,united kingdom,United Kingdom
Richard_Stallman,united states,United States
Richard_Wagner,germany,Germany
Richmond%2C_Virginia,united states,United States.
Riesling,germany,Germany
Right_whale,australia,Australia
Ringed_Plover,afghanistan,Afghanistan
Rio_de_Janeiro,brazil,Brazil
Rio_Tinto_Group,united kingdom,United Kingdom
River,pakistan,Pakistan
River_Severn,,Wales
River_Thames,united kingdom,United Kingdom
Riyadh,saudi arabia,Saudi Arabia
RMS_Titanic,ireland,Ireland
Roald_Amundsen,norway,Norway
Roan_Antelope,zambia,Zambia
Robert_Baden-Powell%2C_1st_Baron_Baden-Powell,kenya,Kenya
Robert_Boyle,ireland,Ireland
Robert_Gascoyne-Cecil%2C_3rd_Marquess_of_Salisbury,united kingdom,United Kingdom
Robert_Oppenheimer,united states,United States
Robert_Owen,united kingdom,United Kingdom
Robert_Peel,united kingdom,United Kingdom
Robert_Schumann,germany,Germany
Robert_Stephenson,united kingdom,United Kingdom
Robinson_Crusoe,afghanistan,Afghanistan
Roche_limit,afghanistan,Afghanistan
Rockall,united kingdom,United Kingdom
Rocky_Mountains,united states,United States
Rock_Bunting,afghanistan,Afghanistan
Rock_of_Gibraltar,gibraltar,Gibraltar
Rock_Pigeon,united kingdom,United Kingdom
Rococo,france,France
Roentgenium,,
Romania,oman,Romania
Romanticism,united kingdom,United Kingdom
Roman_Britain,united kingdom,United Kingdom
Roman_Catholic_Church,italy,Italy
Roman_Empire,,
Roman_Greece,greece,Greece
Roman_law,italy,Italy
Roman_mythology,afghanistan,Afghanistan
Roman_road,oman,Romania
Roman_villa,italy,Italy
Roman_Vishniac,russia,Russia
Rome,italy,Italy
Romeo_and_Juliet,italy,Italy
Romulus_Augustus,italy,Italy
Ronald_Reagan,united states,United States
Rondane_National_Park,norway,Norway
Rook_%28bird%29,united kingdom,United Kingdom
Rosa_Parks,united states,United States
Rose-ringed_Parakeet,india,India
Rosemary,afghanistan,Afghanistan
Rosetta_Stone,united kingdom,United Kingdom
ROT13,afghanistan,Afghanistan
Rotterdam,afghanistan,Afghanistan
Rowan_Williams,,Wales
Royal_Air_Force,united kingdom,United Kingdom
Royal_Dutch_Shell,netherlands,Netherlands
Royal_Geographical_Society,united kingdom,United Kingdom
Royal_Grammar_School_Worcester,united kingdom,United Kingdom
Royal_Marines,united kingdom,United Kingdom
Royal_National_Theatre,united kingdom,United Kingdom
Royal_Navy,united kingdom,United Kingdom
Royal_Parks_of_London,united kingdom,United Kingdom
RSS_%28file_format%29,china,China
Rubidium,afghanistan,Afghanistan
Rubik%27s_Cube,hungary,Hungary
Rudolf_Vrba,slovakia,Slovakia
Rudyard_Kipling,united kingdom,United Kingdom
Rugby_football,australia,Australia
Rugby_World_Cup,australia,Australia
Rule_of_St_Benedict,united kingdom,United Kingdom
Rupee,india,India
Russia,russia,Russia
Russian_constitutional_crisis_of_1993,russia,Russia
Russian_language,russia,Russia
Russian_Revolution_of_1917,russia,Russia
Ruthenium,russia,Russia
Rutherfordium,afghanistan,Afghanistan
Rutherford_B._Hayes,united states,United States
Rwanda,rwanda,Rwanda
Rwandan_Genocide,rwanda,Rwanda
S%C3%A3o_Paulo,brazil,Brazil
S%C3%A3o_Tom%C3%A9,são tomé & príncipe,São Tomé & Príncipe
S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,,São Tomé and Príncipe
S%C3%B8ren_Kierkegaard,denmark,Denmark
S-mine,afghanistan,Afghanistan
S._A._Andr%C3%A9e%27s_Arctic_balloon_expedition_of_1897,sweden,Sweden.
Safflower,india,India
Saffron,india,India
Sahara,western sahara,Western Sahara
Saint-Pierre_and_Miquelon,canada,Canada
Saint_Helena,,Saint Helena
Saint_Joan_%28play%29,ireland,Ireland
Saint_Kitts_and_Nevis,,Saint Kitts and Nevis
Saint_Lawrence_Seaway,canada,Canada
Saint_Lucia,,Saint Lucia
Saint_Petersburg,russia,Russia
Saint_Vincent_and_the_Grenadines,,Saint Vincent and the Grenadines
Sakurajima,japan,Japan
Saladin,syria,Syria
Salford,united kingdom,United Kingdom
Salsa_music,colombia,Colombia
Salt,argentina,Argentina
Saltasaurus,argentina,Argentina
Salt_Lake_City%2C_Utah,united states,United States
Salvador_Dal%C3%AD,spain,Spain
Samantha_Smith,united states,United States
Samarium,china,China
Samoa,american samoa,American Samoa
Samuel_Beckett,ireland,Ireland
Samuel_Taylor_Coleridge,,England
Sand,afghanistan,Afghanistan
Sandringham_House,united kingdom,United Kingdom
Sandur,iceland,Iceland
Sandy_Koufax,united states,United States
Sand_art_and_play,australia,Australia
Sand_shark,afghanistan,Afghanistan
Sanskrit,india,India
Sanssouci,germany,Germany
Santamar%C3%ADa_%28volcano%29,guatemala,Guatemala
Santa_Claus,afghanistan,Afghanistan
Santiago%2C_Chile,chile,Chile
Santorini,greece,Greece
San_Diegan,united states,United States
San_Diego_and_Arizona_Railway,united states,United States
San_Diego_Electric_Railway,united states,United States
San_Francisco%2C_California,united states,United States
San_Francisco_garter_snake,united states,United States
San_Jose%2C_California,united states,United States.
San_Marino,san marino,San Marino
Sarajevo,,Bosnia and Herzegovina
Sardar_Vallabhbhai_Patel,india,India
Sasha_%28DJ%29,united kingdom,United Kingdom
Sassanid_Empire,iran,Iran
Saturn,afghanistan,Afghanistan
Saturn_V,united states,United States
Saudi_Arabia,saudi arabia,Saudi Arabia
Saurischia,afghanistan,Afghanistan
Sauropodomorpha,afghanistan,Afghanistan
Sauroposeidon,united states,United States
Sauropsid,afghanistan,Afghanistan
Saxicola,afghanistan,Afghanistan
Saxophone,belgium,Belgium
Scandium,sweden,Sweden
Scanian_%28linguistics%29,afghanistan,Afghanistan
Scattered_disc,,
Scelidosaurus,united kingdom,United Kingdom
Scent_of_a_Woman,united states,United States
Schatzki_ring,,
Scheme_programming_language,united states,United States
Schizophrenia,,
Schr%C3%B6dinger_equation,austria,Austria
Schuttern_Gospels,germany,Germany
Science,germany,Germany
Scientific_classification,afghanistan,Afghanistan
Scooby-Doo,united states,United States
Scotch_College%2C_Perth,australia,Australia
Scotland,,Scotland
Scotland_in_the_High_Middle_Ages,,Scotland.
Scots_language,,Scotland
Scottish_Episcopal_Church,,Scotland
Scottish_Gaelic_language,,Scotland
Scottish_Highlands,,Scotland
Scottish_mythology,,Scotland
Scott_Special,united states,United States
Scouting,united kingdom,United Kingdom
Scramble_for_Africa,south africa,South Africa
Screw,united states,United States
Scrooge_McDuck,,Scotland
Sculpture,china,China
Scurvy,afghanistan,Afghanistan
SD26,united states,United States
Sea,israel,Israel
Seaborgium,,
Sean_Connery,,Scotland
Sears_Catalog_Home,united states,United States
Season,australia,Australia
Seattle%2C_Washington,united states,United States
Seawater,china,China
Sea_level_rise,australia,Australia
Sea_of_Galilee,israel,Israel
Second_Boer_War,south africa,South Africa
Second_Congo_War,,Democratic Republic of the Congo
Second_Crusade,germany,Germany
Seed,afghanistan,Afghanistan
Seinfeld,united states,United States
Selena,mexico,Mexico
Selenium,china,China
Semiconductor,china,China
Semiconductor_device,china,China
Senate_of_Canada,canada,Canada
Senegal,senegal,Senegal
Senufo_languages,burkina faso,Burkina Faso
Seoul,south korea,South Korea
Separation_of_powers_under_the_United_States_Constitution,united states,United States
September_11%2C_2001_attacks,united states,United States
Sequence_alignment,afghanistan,Afghanistan
Sequoia,united states,United States
Serbia,serbia,Serbia
Serbia_and_Montenegro,serbia,Serbia
Serenity_%28film%29,united states,United States
Sermon_on_the_Mount,israel,Israel
Sesame,india,India
Sesame_Street,united states,United States
Set,france,France
Severn_crossing,united kingdom,United Kingdom
Seychelles,seychelles,Seychelles
Sgt._Pepper%27s_Lonely_Hearts_Club_Band,united kingdom,United Kingdom
Shabo_language,ethiopia,Ethiopia
Shackleton_%28crater%29,,
Shaka,south africa,South Africa
Shanghai,china,China
Shark,australia,Australia
Sharon_Tate,united states,United States
Sheffield,united kingdom,United Kingdom
Sheikh_Mujibur_Rahman,bangladesh,Bangladesh
Shelduck,australia,Australia
Shenzhou_6,china,China
Shenzhou_spacecraft,china,China
Shetland,,Scotland
Shielded_metal_arc_welding,australia,Australia
Shigin,japan,Japan
Shining_Path,peru,Peru
Shinto,japan,Japan
Ship,italy,Italy
Shoe_polish,australia,Australia
Short-beaked_Echidna,australia,Australia
Shoshone_National_Forest,united states,United States
Shrimp_farm,south korea,South Korea
Shrine_of_Remembrance,australia,Australia
Shroud_of_Turin,italy,Italy
Sichuan_Pepper,china,China
Sicilian_Baroque,italy,Italy
Sickle-cell_disease,south africa,South Africa
Siege,afghanistan,Afghanistan
Siege_of_Antioch,afghanistan,Afghanistan
Sierra_Leone,sierra leone,Sierra Leone.
Sigmund_Freud,austria,Austria
Sikhism,india,India
Sikkim,india,India
Silent_film,united states,United States
Silicon,china,China
Silurian,afghanistan,Afghanistan
Silver,australia,Australia
Sim%C3%B3n_Bol%C3%ADvar,colombia,Colombia
Simca_Vedette,france,France
SimCity,australia,Australia
Sinclair_Research_Ltd,united kingdom,United Kingdom
Singapore,singapore,Singapore
Sino-German_cooperation_%281911-1941%29,china,China
Sino-Roman_relations,china,China
Sirius,china,China
Sistine_Chapel_ceiling,italy,Italy
Sitting_Bull,united states,United States
Six-party_talks_concerning_North_Korea%27s_nuclear_program,china,China
Sk%C3%A5neland,sweden,Sweden
Ska,jamaica,Jamaica
Skiing,austria,Austria
Skylark,afghanistan,Afghanistan
Slavery,,
Slavic_mythology,poland,Poland
Sleep,australia,Australia
Slovakia,slovakia,Slovakia
Slovenia,slovenia,Slovenia
Smallpox,russia,Russia
Smog,afghanistan,Afghanistan
Snaefell_Mountain_Railway,ireland,Ireland
Snake_charming,india,India
Snow,canada,Canada
Snowball_Earth,australia,Australia
Snowdonia,,Wales
Snowdonia_National_Park,,Wales
Snowy_Owl,canada,Canada
Snow_Goose,canada,Canada
Socialism,china,China
Social_anxiety,,
Social_capital,australia,Australia
Social_contract_%28Malaysia%29,malaysia,Malaysia
Society,bolivia,Bolivia
Society_of_Merchant_Venturers,united kingdom,United Kingdom
Sociocultural_evolution,,
Sociology,china,China
Socrates,greece,Greece
Soddo_language,ethiopia,Ethiopia
Sodium,australia,Australia
Sodium_hydroxide,afghanistan,Afghanistan
Sodium_sulfate,afghanistan,Afghanistan
Soil,,
Soils_retrogression_and_degradation,afghanistan,Afghanistan
Soil_moisture,,
Soil_pH,,
Soil_profile,,
Soil_salination,australia,Australia
Soil_science,afghanistan,Afghanistan
Soil_structure,,
Solar_eclipse,afghanistan,Afghanistan
Solar_System,,
Solomon_Islands,solomon islands,Solomon Islands.
Somalia,mali,Somalia
Song_Thrush,afghanistan,Afghanistan
Sonic_the_Hedgehog_%28character%29,australia,Australia
Sony,japan,Japan
Sorghum,india,India
Sorrel,,
Soukous,,Congo
Sound,afghanistan,Afghanistan
Soup,afghanistan,Afghanistan
Southampton,united kingdom,United Kingdom
Southern_Africa,south africa,South Africa
Southern_Ocean,,
Southern_Pacific_4449,united states,United States
Southern_Rockhopper_Penguin,,
Southern_United_States,united states,United States
South_Africa,south africa,South Africa
South_America,brazil,Brazil
South_China_Sea,china,China
South_Georgia_and_the_South_Sandwich_Islands,georgia,South Georgia and the South Sandwich Islands
South_Korea,south korea,South Korea
South_Ossetia,georgia,Georgia
Soviet_Union,russia,Russia
Soybean,china,China
Spacecraft_propulsion,united states,United States
Space_exploration,china,China
Space_Invaders,japan,Japan
Space_Race,united states,United States
Space_Shuttle_Challenger,united states,United States
Space_Shuttle_Challenger_disaster,united states,United States
Space_Shuttle_Columbia,united states,United States
Space_Shuttle_Columbia_disaster,united states,United States
Space_Shuttle_Endeavour,united states,United States
Space_Shuttle_program,united states,United States
Space_station,,
Space_suit,afghanistan,Afghanistan
Spain,spain,Spain
Spanish_Armada,spain,Spain
Spanish_conquest_of_the_Inca_Empire,peru,Peru
Spanish_Inquisition,spain,Spain
Spanish_language,mexico,Mexico
Sparrow,afghanistan,Afghanistan
Sparrowhawk,afghanistan,Afghanistan
Speaker_of_the_British_House_of_Commons,united kingdom,United Kingdom
Speaker_of_the_United_States_House_of_Representatives,united states,United States
Special_relativity,germany,Germany
Speech_synthesis,australia,Australia
Speed_of_light,,
Sperm_Whale,afghanistan,Afghanistan
Sphere,,
Spherical_aberration,,
Spider,australia,Australia
Spinosaurus,egypt,Egypt
Spirit_of_the_American_Doughboy,united states,United States
Spix%27s_Macaw,brazil,Brazil
Split_infinitive,united kingdom,United Kingdom
Sponsorship_Directdebit,united kingdom,United Kingdom
Sport,australia,Australia
Spotted_Flycatcher,afghanistan,Afghanistan
Spring_%28season%29,australia,Australia
Spring_Heeled_Jack,united kingdom,United Kingdom
Sputnik_1,afghanistan,Afghanistan
Sputnik_2,russia,Russia
Sputnik_program,russia,Russia
Spyware,united states,United States
Squash_%28sport%29,australia,Australia
SR-71_Blackbird,united states,United States
Sri_Lanka,sri lanka,Sri Lanka
Sri_Lankan_Civil_War,sri lanka,Sri Lanka
Stage_%28theatre%29,afghanistan,Afghanistan
Stag_beetle,united kingdom,United Kingdom
Stained_glass,afghanistan,Afghanistan
Stanis%C5%82aw_Koniecpolski,poland,Poland
Stanis%C5%82aw_Lem,poland,Poland
Stanley%2C_Falkland_Islands,falkland islands,Falkland Islands
Stanley_Baldwin,united kingdom,United Kingdom
Star,united states,United States
StarCraft,south korea,South Korea
Stargate_SG-1,united states,United States
Starling,afghanistan,Afghanistan
Starship_Troopers,united states,United States
Star_anise,china,China
Star_Fox__Assault,japan,Japan
Star_Trek,united states,United States
Star_Trek__Deep_Space_Nine,united states,United States
Star_Trek__The_Original_Series,united states,United States
Star_Wars,afghanistan,Afghanistan
Star_Wars_Episode_IV__A_New_Hope,united states,United States
Statistics,china,China
Statue_of_Zeus_at_Olympia,greece,Greece
Steam_engine,united kingdom,United Kingdom
Steel,india,India
Stefan_Edberg,sweden,Sweden
Stegosaurus,poland,Poland
Stem_cell,canada,Canada
Stephen_Harper,canada,Canada
Stephen_Hawking,united kingdom,United Kingdom
Stephen_Jay_Gould,united states,United States
Stephen_of_England,,England
Stephen_Trigg,united states,United States
Steve_Davis,,England
Stickleback,norway,Norway
Still_Game,,Scotland
Stingray,australia,Australia
Stock,united states,United States
Stockholm,sweden,Sweden.
Stock_car_%28rail%29,united states,United States
Stoicism,greece,Greece
Stonehenge,united kingdom,United Kingdom
Stone_Age,afghanistan,Afghanistan
Storm_of_October_1804,united states,United States
Stornoway,,Scotland
Stourbridge_Lion,united states,United States
Strait_of_Malacca,malaysia,Malaysia
Stratford-upon-Avon,united kingdom,United Kingdom
String_theory,,
Stroke,united states,United States
Strontium,china,China
Struthiomimus,canada,Canada
Stuttering,,
Stuttgart,germany,Germany
Styracosaurus,canada,Canada
St_Buryan,united kingdom,United Kingdom
St_Michael%27s_Mount,united kingdom,United Kingdom
St_Paul%27s_Cathedral,united kingdom,United Kingdom
Sub-Saharan_Africa,south africa,South Africa
Suburbs_of_Johannesburg,south africa,South Africa
Sucre,bolivia,Bolivia
Sudan,sudan,<Sudan>
Sudanic_languages,afghanistan,Afghanistan
Sudoku,japan,Japan
Suez_Canal,egypt,Egypt
Suffrage,new zealand,New Zealand
Sugar,india,India
Sugarcane,brazil,Brazil
Sugar_beet,afghanistan,Afghanistan
Suikinkutsu,japan,Japan
Suleiman_the_Magnificent,turkey,Turkey
Sulfur,afghanistan,Afghanistan
Sulfuric_acid,china,China
Sultan,oman,Oman
Sumac,south africa,South Africa
Sumatra,indonesia,Indonesia
Sumer,iraq,Iraq
Summer,australia,Australia
Summer_Hill%2C_New_South_Wales,australia,Australia
Sumo,japan,Japan
Sun,china,China
Sundew,australia,Australia
Sunflower,afghanistan,Afghanistan
Sunlight,afghanistan,Afghanistan
Sunol_Water_Temple,united states,United States
Sunset_Boulevard_%281950_film%29,united states,United States
Sun_Tzu,china,China
Sun_Yat-sen,china,China
Superconductivity,afghanistan,Afghanistan
Superman,united states,United States
Supermarine_Spitfire,united kingdom,United Kingdom
Super_14,australia,Australia
Super_Bowl_XL,united states,United States
Super_Chief,united states,United States
Super_Mario_64,japan,Japan
Super_Mario_Bros.,japan,Japan
Supply_and_demand,,
Supply_chain_management,,
Supreme_Court_of_the_United_States,united states,United States
Suriname,suriname,Suriname
Surtsey,iceland,Iceland.
Sustainable_forestry,afghanistan,Afghanistan
Sutton_Hoo,united kingdom,United Kingdom
Svalbard,norway,Norway
Svart%C3%A1lfar,,
Swallow,south africa,South Africa
Swan,australia,Australia
Swastika,india,India
Swaziland,,Swaziland
Sweden,sweden,Sweden
Swedish_allotment_system,sweden,Sweden
Swift,united states,United States
Swissair_Flight_111,canada,Canada
Swiss_Federal_Council,switzerland,Switzerland
Switzerland,switzerland,Switzerland
Sydney,australia,Australia
Sydney_Newman,canada,Canada
Sydney_Riot_of_1879,australia,Australia
Sylvanus_Morley,mexico,Mexico
Symmetry,,
Synthesizer,united states,United States
Syria,syria,Syria
T-34,poland,Poland
T._D._Judah,canada,Canada
T._S._Eliot,united kingdom,United Kingdom
Tacitean_studies,italy,Italy
Tagoi_language,sudan,Sudan
Taipei,taiwan,Taiwan
Taiwan,taiwan,<Taiwan>
Tajikistan,tajikistan,Tajikistan
Taj_Mahal,india,India
Talc,australia,Australia
Tamarind,india,India
Tamil_language,india,India
Tamil_people,india,India
Tank,united states,United States
Tansy,afghanistan,Afghanistan
Tantalum,afghanistan,Afghanistan
Tanzania,tanzania,Tanzania
Taoism,china,China
Tao_Te_Ching,china,China
Tarragon,france,France
Tashkent,uzbekistan,Uzbekistan
Tasmanian_Devil,australia,Australia
Tawny_Owl,afghanistan,Afghanistan
Tay-Sachs_disease,israel,Israel
Tay_Rail_Bridge,afghanistan,Afghanistan
Tea,china,China
Technetium,afghanistan,Afghanistan
Technology,afghanistan,Afghanistan
Tehran,iran,Iran
Telecommunication,france,France
Telephone,united states,United States
Telephone_exchange,united states,United States
Telescope,france,France
Television,germany,Germany
Tellurium,afghanistan,Afghanistan
Tel_Aviv,israel,Israel
Temperate,australia,Australia
Temple_of_Artemis,turkey,Turkey
Templon,greece,Greece
Tennis,china,China
Tennis_Masters_Cup,china,China
Tenzing_Norgay,nepal,Nepal
Tenzin_Gyatso%2C_14th_Dalai_Lama,,Tibet
Terbium,china,China
Terik,kenya,Kenya
Tern,finland,Finland
Terrorism,united states,United States
TeX,united states,United States
Textile,afghanistan,Afghanistan
TGV,france,France
Thailand,thailand,Thailand
Thalassemia,cyprus,Cyprus
Thallium,china,China
Theatre,united kingdom,United Kingdom
Theatre_in_the_round,united states,United States
Theatre_Royal%2C_Drury_Lane,united kingdom,United Kingdom
Theodore_Roosevelt,united states,United States
Therizinosaurus,afghanistan,Afghanistan
Thermodynamics,afghanistan,Afghanistan
Thermodynamic_temperature,,
Theropoda,afghanistan,Afghanistan
Theta,greece,Greece
The_Absent-Minded_Beggar,south africa,South Africa
The_Adventures_of_Tintin,belgium,Belgium.
The_Anarchy,afghanistan,Afghanistan
The_Ashes,australia,Australia
The_Bahamas,bahamas,Bahamas
The_Beano,united kingdom,United Kingdom
The_Beatles,united kingdom,<United Kingdom>
The_Beatles_discography,united kingdom,United Kingdom
The_Blitz,united kingdom,United Kingdom
The_Broads,united kingdom,United Kingdom
The_Brothers_Karamazov,russia,Russia
The_Canadian,canada,Canada
The_Cantos,italy,Italy
The_Catcher_in_the_Rye,united states,United States
The_Catlins,new zealand,New Zealand
The_Cat_in_the_Hat,afghanistan,Afghanistan
The_Championships%2C_Wimbledon,united kingdom,United Kingdom
The_Children%27s_Machine,brazil,Brazil
The_Country_Wife,united kingdom,United Kingdom
The_Count_of_Monte_Cristo,france,France
The_Curious_Incident_of_the_Dog_in_the_Night-time,united kingdom,United Kingdom
The_Dandy,united kingdom,United Kingdom
The_Fairy-Queen,united kingdom,United Kingdom
The_Famous_Five_%28characters%29,afghanistan,Afghanistan
The_Fens,,England
The_Frogs,greece,Greece
The_Gambia,afghanistan,Afghanistan
The_Godfather,united states,United States
The_Great_Exhibition,united kingdom,United Kingdom
The_Hague,netherlands,Netherlands
The_Hitchhiker%27s_Guide_to_the_Galaxy,united kingdom,United Kingdom
The_Hobbit,united kingdom,United Kingdom
The_Holocaust,poland,Poland
The_Illuminatus%21_Trilogy,united states,United States
The_Importance_of_Being_Earnest,united kingdom,United Kingdom
