,Top_1_name,Predictions
Saltasaurus,argentina,Argentina
Salt_Lake_City%2C_Utah,,Utah.
Salvador_Dal%C3%AD,spain,Spain
Samantha_Smith,,USA.
Samarium,russia,Russia
Samoa,samoa,Samoa.
Samuel_Beckett,ireland,Ireland
Samuel_Taylor_Coleridge,,England
Sand,,None
Sandringham_House,united kingdom,United Kingdom
Sandur,iceland,Iceland.
Sandy_Koufax,united states,United States
Sand_art_and_play,united states,United States.
Sand_shark,,None
Sanskrit,india,India
Sanssouci,germany,Germany
Santamar%C3%ADa_%28volcano%29,guatemala,Guatemala
Santa_Claus,netherlands,Netherlands
Santiago%2C_Chile,chile,Chile
Santorini,greece,Greece
San_Diegan,united states,United States.
San_Diego_and_Arizona_Railway,united states,United States
San_Diego_Electric_Railway,united states,United States
San_Francisco%2C_California,united states,United States.
San_Francisco_garter_snake,united states,United States
San_Jose%2C_California,united states,United States.
San_Marino,san marino,San Marino.
Sarajevo,,Bosnia and Herzegovina
Sardar_Vallabhbhai_Patel,india,India
Sasha_%28DJ%29,united kingdom,United Kingdom
Sassanid_Empire,iran,Iran
Saturn,,Saturn.
Saturn_V,,U.S.A
Saudi_Arabia,saudi arabia,Saudi Arabia
Saurischia,,None
Sauropodomorpha,,None
Sauroposeidon,united states,United States
Sauropsid,australia,Australia
Saxicola,,None
Saxophone,belgium,Belgium
Scandium,sweden,Sweden
Scanian_%28linguistics%29,sweden,Sweden
Scattered_disc,,None
Scelidosaurus,,England
Scent_of_a_Woman,,USA.
Schatzki_ring,,None
Scheme_programming_language,,None
Schizophrenia,,None
Schr%C3%B6dinger_equation,austria,Austria
Schuttern_Gospels,germany,Germany
Science,,None
Scientific_classification,,None
Scooby-Doo,united states,United States
Scotch_College%2C_Perth,australia,Australia
Scotland,,Scotland
Scotland_in_the_High_Middle_Ages,,Scotland
Scots_language,,Scotland
Scottish_Episcopal_Church,,Scotland
Scottish_Gaelic_language,,Scotland
Scottish_Highlands,,Scotland
Scottish_mythology,,Scotland
Scott_Special,united states,United States.
Scouting,united kingdom,United Kingdom
Scramble_for_Africa,south africa,South Africa
Screw,united states,United States
Scrooge_McDuck,,Scotland.
Sculpture,india,India
Scurvy,,None
SD26,united states,United States
Sea,jordan,Jordan
Seaborgium,united states,United States
Sean_Connery,,Scotland
Sears_Catalog_Home,united states,United States.
Season,,None
Seattle%2C_Washington,united states,United States
Seawater,,None
Sea_level_rise,,None
Sea_of_Galilee,israel,Israel
Second_Boer_War,south africa,South Africa
Second_Congo_War,,Democratic Republic of the Congo
Second_Crusade,france,France
Seed,,None
Seinfeld,united states,United States
Selena,united states,United States
Selenium,,None
Semiconductor,,USA.
Semiconductor_device,,USA.
Senate_of_Canada,canada,Canada
Senegal,senegal,Senegal
Senufo_languages,burkina faso,Burkina Faso
Seoul,south korea,South Korea
Separation_of_powers_under_the_United_States_Constitution,united states,United States.
September_11%2C_2001_attacks,,USA
Sequence_alignment,,None
Sequoia,united states,United States.
Serbia,serbia,Serbia.
Serbia_and_Montenegro,serbia,Serbia.
Serenity_%28film%29,united states,United States
Sermon_on_the_Mount,israel,Israel
Sesame,india,India
Sesame_Street,united states,United States
Set,,None
Severn_crossing,,England
Seychelles,seychelles,Seychelles
Sgt._Pepper%27s_Lonely_Hearts_Club_Band,united kingdom,United Kingdom
Shabo_language,ethiopia,Ethiopia
Shackleton_%28crater%29,,Moon.
Shaka,south africa,South Africa
Shanghai,china,China
Shark,,None
Sharon_Tate,united states,United States
Sheffield,,England
Sheikh_Mujibur_Rahman,bangladesh,Bangladesh
Shelduck,,None
Shenzhou_6,china,China
Shenzhou_spacecraft,china,China
Shetland,,Scotland
Shielded_metal_arc_welding,united states,United States
Shigin,japan,Japan
Shining_Path,peru,Peru
Shinto,japan,Japan
Ship,italy,Italy
Shoe_polish,australia,Australia
Short-beaked_Echidna,australia,Australia
Shoshone_National_Forest,,Wyoming
Shrimp_farm,thailand,Thailand.
Shrine_of_Remembrance,australia,Australia
Shroud_of_Turin,italy,Italy
Sichuan_Pepper,china,China
Sicilian_Baroque,italy,Italy
Sickle-cell_disease,,Africa
Siege,turkey,Turkey
Siege_of_Antioch,turkey,Turkey
Sierra_Leone,sierra leone,Sierra Leone.
Sigmund_Freud,austria,Austria
Sikhism,india,India
Sikkim,india,India
Silent_film,,USA.
Silicon,,None
Silurian,,Wales
Silver,mexico,Mexico
Sim%C3%B3n_Bol%C3%ADvar,venezuela,Venezuela
Simca_Vedette,france,France
SimCity,united states,United States
Sinclair_Research_Ltd,,England
Singapore,singapore,Singapore.
Sino-German_cooperation_%281911-1941%29,china,China
Sino-Roman_relations,china,China
Sirius,egypt,Egypt
Sistine_Chapel_ceiling,,Vatican
Sitting_Bull,united states,United States.
Six-party_talks_concerning_North_Korea%27s_nuclear_program,north korea,North Korea
Sk%C3%A5neland,sweden,Sweden
Ska,jamaica,Jamaica
Skiing,norway,Norway
Skylark,,None
Slavery,united kingdom,United Kingdom
Slavic_mythology,poland,Poland
Sleep,,None
Slovakia,slovakia,Slovakia.
Slovenia,slovenia,Slovenia
Smallpox,russia,Russia
Smog,united kingdom,United Kingdom
Snaefell_Mountain_Railway,isle of man,Isle of Man
Snake_charming,india,India
Snow,canada,Canada
Snowball_Earth,,None
Snowdonia,,Wales
Snowdonia_National_Park,,Wales
Snowy_Owl,canada,Canada
Snow_Goose,canada,Canada
Socialism,,None
Social_anxiety,,None
Social_capital,,None
Social_contract_%28Malaysia%29,malaysia,Malaysia
Society,,England
Society_of_Merchant_Venturers,,England
Sociocultural_evolution,,None
Sociology,,None
Socrates,greece,Greece
Soddo_language,ethiopia,Ethiopia
Sodium,,None
Sodium_hydroxide,united states,United States
Sodium_sulfate,,None
Soil,,None
Soils_retrogression_and_degradation,france,France
Soil_moisture,,None
Soil_pH,,None
Soil_profile,,None
Soil_salination,uzbekistan,Uzbekistan
Soil_science,united states,United States.
Soil_structure,,None
Solar_eclipse,,None
Solar_System,,None
Solomon_Islands,solomon islands,Solomon Islands.
Somalia,somalia,Somalia
Song_Thrush,,None
Sonic_the_Hedgehog_%28character%29,japan,Japan
Sony,japan,Japan
Sorghum,india,India
Sorrel,,Europe
Soukous,,Democratic Republic of the Congo
Sound,,None
Soup,,None
Southampton,,England.
Southern_Africa,south africa,South Africa
Southern_Ocean,antarctica,Antarctica
Southern_Pacific_4449,united states,United States.
Southern_Rockhopper_Penguin,,None
Southern_United_States,united states,United States
South_Africa,south africa,South Africa
South_America,brazil,Brazil.
South_China_Sea,china,China
South_Georgia_and_the_South_Sandwich_Islands,united kingdom,United Kingdom
South_Korea,south korea,South Korea
South_Ossetia,georgia,Georgia
Soviet_Union,russia,Russia
Soybean,china,China
Spacecraft_propulsion,,None
Space_exploration,,None
Space_Invaders,japan,Japan
Space_Race,,Soviet Union
Space_Shuttle_Challenger,united states,United States
Space_Shuttle_Challenger_disaster,united states,United States
Space_Shuttle_Columbia,united states,United States
Space_Shuttle_Columbia_disaster,united states,United States
Space_Shuttle_Endeavour,united states,United States
Space_Shuttle_program,united states,United States
Space_station,russia,Russia
Space_suit,,USA.
Spain,spain,Spain
Spanish_Armada,spain,Spain
Spanish_conquest_of_the_Inca_Empire,peru,Peru
Spanish_Inquisition,spain,Spain
Spanish_language,spain,Spain
Sparrow,,Africa
Sparrowhawk,,None
Speaker_of_the_British_House_of_Commons,united kingdom,United Kingdom
Speaker_of_the_United_States_House_of_Representatives,united states,United States
Special_relativity,,None
Speech_synthesis,,None
Speed_of_light,,None
Sperm_Whale,,None
Sphere,,None
Spherical_aberration,,None
Spider,,None
Spinosaurus,egypt,Egypt
Spirit_of_the_American_Doughboy,united states,United States.
Spix%27s_Macaw,brazil,Brazil
Split_infinitive,,None
Sponsorship_Directdebit,united kingdom,United Kingdom
Sport,australia,Australia
Spotted_Flycatcher,,Europe
Spring_%28season%29,,None
Spring_Heeled_Jack,,England
Sputnik_1,russia,Russia
Sputnik_2,russia,Russia
Sputnik_program,,USSR
Spyware,,None
Squash_%28sport%29,,England
SR-71_Blackbird,united states,United States
Sri_Lanka,sri lanka,Sri Lanka
Sri_Lankan_Civil_War,sri lanka,Sri Lanka
Stage_%28theatre%29,united states,United States
Stag_beetle,united kingdom,United Kingdom
Stained_glass,,England
Stanis%C5%82aw_Koniecpolski,poland,Poland
Stanis%C5%82aw_Lem,poland,Poland
Stanley%2C_Falkland_Islands,falkland islands,Falkland Islands
Stanley_Baldwin,united kingdom,United Kingdom
Star,united states,United States
StarCraft,united states,United States
Stargate_SG-1,united states,United States
Starling,,Africa
Starship_Troopers,united states,United States
Star_anise,china,China
Star_Fox__Assault,japan,Japan
Star_Trek,united states,United States
Star_Trek__Deep_Space_Nine,united states,United States
Star_Trek__The_Original_Series,united states,United States
Star_Wars,,None
Star_Wars_Episode_IV__A_New_Hope,,USA.
Statistics,,None
Statue_of_Zeus_at_Olympia,greece,Greece.
Steam_engine,,England.
Steel,india,India
Stefan_Edberg,sweden,Sweden
Stegosaurus,united states,United States
Stem_cell,canada,Canada
Stephen_Harper,canada,Canada
Stephen_Hawking,,UK
Stephen_Jay_Gould,united states,United States.
Stephen_of_England,,England
Stephen_Trigg,united states,United States.
Steve_Davis,,England
Stickleback,japan,Japan
Still_Game,,Scotland
Stingray,australia,Australia
Stock,united states,United States.
Stockholm,sweden,Sweden
Stock_car_%28rail%29,united states,United States.
Stoicism,greece,Greece.
Stonehenge,,England
Stone_Age,ireland,Ireland
Storm_of_October_1804,united states,United States
Stornoway,,Scotland
Stourbridge_Lion,,England
Strait_of_Malacca,malaysia,Malaysia
Stratford-upon-Avon,,England.
String_theory,,None
Stroke,united states,United States
Strontium,,None
Struthiomimus,canada,Canada
Stuttering,,None
Stuttgart,germany,Germany
Styracosaurus,canada,Canada
St_Buryan,,Cornwall.
St_Michael%27s_Mount,,England
St_Paul%27s_Cathedral,,England
Sub-Saharan_Africa,,Africa
Suburbs_of_Johannesburg,south africa,South Africa
Sucre,bolivia,Bolivia
Sudan,sudan,Sudan.
Sudanic_languages,senegal,Senegal
Sudoku,japan,Japan
Suez_Canal,egypt,Egypt
Suffrage,new zealand,New Zealand.
Sugar,india,India
Sugarcane,brazil,Brazil
Sugar_beet,ukraine,Ukraine
Suikinkutsu,japan,Japan
Suleiman_the_Magnificent,turkey,Turkey
Sulfur,italy,Italy
Sulfuric_acid,united states,United States
Sultan,oman,Oman.
Sumac,,Africa
Sumatra,indonesia,Indonesia
Sumer,iraq,Iraq
Summer,,None
Summer_Hill%2C_New_South_Wales,australia,Australia
Sumo,japan,Japan
Sun,china,China
Sundew,australia,Australia
Sunflower,united states,United States.
Sunlight,united states,United States
Sunol_Water_Temple,united states,United States
Sunset_Boulevard_%281950_film%29,united states,United States
Sun_Tzu,china,China
Sun_Yat-sen,china,China
Superconductivity,,None
Superman,canada,Canada
Supermarine_Spitfire,united kingdom,United Kingdom
Super_14,australia,Australia
Super_Bowl_XL,united states,United States
Super_Chief,united states,United States
Super_Mario_64,japan,Japan
Super_Mario_Bros.,japan,Japan.
Supply_and_demand,,None
Supply_chain_management,,None
Supreme_Court_of_the_United_States,united states,United States.
Suriname,suriname,Suriname
Surtsey,iceland,Iceland.
Sustainable_forestry,canada,Canada
Sutton_Hoo,,England
Svalbard,norway,Norway
Svart%C3%A1lfar,iceland,Iceland
Swallow,,None
Swan,australia,Australia
Swastika,india,India
Swaziland,,Swaziland.
Sweden,sweden,Sweden
Swedish_allotment_system,sweden,Sweden.
Swift,united states,United States.
Swissair_Flight_111,canada,Canada
Swiss_Federal_Council,switzerland,Switzerland
Switzerland,switzerland,Switzerland.
Sydney,australia,Australia
Sydney_Newman,canada,Canada
Sydney_Riot_of_1879,australia,Australia
Sylvanus_Morley,honduras,Honduras
Symmetry,,None
Synthesizer,,USA.
Syria,syria,Syria
T-34,ukraine,Ukraine
T._D._Judah,canada,Canada
T._S._Eliot,united kingdom,United Kingdom
Tacitean_studies,italy,Italy
Tagoi_language,sudan,Sudan
Taipei,taiwan,Taiwan.
Taiwan,taiwan,Taiwan.
Tajikistan,tajikistan,Tajikistan
Taj_Mahal,india,India
Talc,australia,Australia
Tamarind,india,India
Tamil_language,india,India
Tamil_people,india,India
Tank,iraq,Iraq
Tansy,,Europe
Tantalum,,None
Tanzania,tanzania,Tanzania
Taoism,china,China
Tao_Te_Ching,china,China
Tarragon,,None
Tashkent,uzbekistan,Uzbekistan
Tasmanian_Devil,australia,Australia
Tawny_Owl,russia,Russia
Tay-Sachs_disease,israel,Israel
Tay_Rail_Bridge,,Scotland
Tea,china,China
Technetium,,None
Technology,,None
Tehran,iran,Iran
Telecommunication,france,France
Telephone,united states,United States.
Telephone_exchange,united states,United States.
Telescope,france,France
Television,germany,Germany
Tellurium,,None
Tel_Aviv,israel,Israel.
Temperate,,None
Temple_of_Artemis,turkey,Turkey
Templon,greece,Greece
Tennis,switzerland,Switzerland.
Tennis_Masters_Cup,switzerland,Switzerland.
Tenzing_Norgay,nepal,Nepal
Tenzin_Gyatso%2C_14th_Dalai_Lama,,Tibet
Terbium,sweden,Sweden
Terik,kenya,Kenya
Tern,canada,Canada
Terrorism,united states,United States
TeX,united states,United States
Textile,pakistan,Pakistan
TGV,france,France
Thailand,thailand,Thailand.
Thalassemia,cyprus,Cyprus
Thallium,,None
Theatre,,England
Theatre_in_the_round,united states,United States
Theatre_Royal%2C_Drury_Lane,,England
Theodore_Roosevelt,,USA
Therizinosaurus,mongolia,Mongolia
Thermodynamics,,None
Thermodynamic_temperature,,None
Theropoda,argentina,Argentina
Theta,greece,Greece
The_Absent-Minded_Beggar,south africa,South Africa
The_Adventures_of_Tintin,belgium,Belgium.
The_Anarchy,,England
The_Ashes,australia,Australia
The_Bahamas,bahamas,Bahamas
The_Beano,united kingdom,United Kingdom
The_Beatles,,England
The_Beatles_discography,united kingdom,United Kingdom
The_Blitz,united kingdom,United Kingdom
The_Broads,,England
The_Brothers_Karamazov,russia,Russia
The_Canadian,canada,Canada
The_Cantos,italy,Italy
The_Catcher_in_the_Rye,united states,United States
The_Catlins,new zealand,New Zealand
The_Cat_in_the_Hat,,None
The_Championships%2C_Wimbledon,united kingdom,United Kingdom
The_Children%27s_Machine,united states,United States
The_Country_Wife,,England
The_Count_of_Monte_Cristo,france,France
The_Curious_Incident_of_the_Dog_in_the_Night-time,united kingdom,United Kingdom
The_Dandy,united kingdom,United Kingdom
The_Fairy-Queen,,England
The_Famous_Five_%28characters%29,,UK
The_Fens,,England.
The_Frogs,greece,Greece
The_Gambia,gambia,Gambia.
The_Godfather,united states,United States
The_Great_Exhibition,united kingdom,United Kingdom
The_Hague,netherlands,Netherlands
The_Hitchhiker%27s_Guide_to_the_Galaxy,united kingdom,United Kingdom
The_Hobbit,united kingdom,United Kingdom
The_Holocaust,germany,Germany
The_Illuminatus%21_Trilogy,united states,United States
The_Importance_of_Being_Earnest,,England
The_Iron_Bridge,,England
The_King%27s_Regiment_%28Liverpool%29,united kingdom,United Kingdom
The_Last_Supper_%28Leonardo%29,italy,Italy
The_Legend_of_Zelda_series,japan,Japan
The_Lion%2C_the_Witch_and_the_Wardrobe,united kingdom,United Kingdom
The_Lion_King,south africa,South Africa
The_Lorax,united states,United States
The_Lord_of_the_Rings,new zealand,New Zealand.
The_Lord_of_the_Rings_film_trilogy,new zealand,New Zealand.
The_Magic_Flute,austria,Austria
The_Marriage_of_Figaro,austria,Austria
The_Merchant_of_Venice,italy,Italy
The_Mismeasure_of_Man,united states,United States
The_Old_Man_and_the_Sea,cuba,Cuba
The_Origin_of_Species,united kingdom,United Kingdom
The_Oz_books,,None
The_Picture_of_Dorian_Gray,ireland,Ireland
The_Pilgrim%27s_Progress,united kingdom,United Kingdom
The_Quatermass_Experiment,,UK
The_Relapse,,England
The_Rime_of_the_Ancient_Mariner,,England
The_Rite_of_Spring,russia,Russia
The_Rolling_Stones,,England
The_Seagull,russia,Russia
The_Shawshank_Redemption,united states,United States
The_Simpsons,united states,United States
The_Smiths,,England
The_Supremes,,USA
The_Temptations,,USA
The_Wall_Street_Journal,united states,United States.
The_Waste_Land,,None
The_West_Wing_%28TV_series%29,,USA
The_X-Files,united states,United States
Thiamine,japan,Japan
Third_Servile_War,italy,Italy
Thomas_Aquinas,italy,Italy
Thomas_Becket,,England
Thomas_Cranmer,,England
Thomas_Edison,united states,United States
Thomas_Gainsborough,,England
Thomas_Hobbes,,England
Thomas_Jefferson,,USA
Thomas_Malthus,,England
Thomas_More,,England
Thomas_Pynchon,united states,United States
Thomas_Samuel_Kuhn,united states,United States
Thor,,None
Thorax,,None
Thorium,australia,Australia
Thrasybulus,greece,Greece
Three_Gorges_Dam,china,China
Three_Laws_of_Robotics,,None
Three_Mile_Island_accident,united states,United States.
Thrush_%28bird%29,,None
Thucydides,greece,Greece
Thulium,sweden,Sweden
Thunderstorm,netherlands,Netherlands
Tiananmen_Square_protests_of_1989,china,China
Tibet,china,China
Tide,canada,Canada
Tiger,australia,Australia
Tiger_shark,australia,Australia
Tiger_Woods,united states,United States
Tigris,iraq,Iraq
Tijuana,mexico,Mexico
Tiktaalik,canada,Canada
Timbuktu,mali,Mali
Time,india,India
Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites,,None
Time_zone,united states,United States.
Timken_1111,united states,United States
Timur,uzbekistan,Uzbekistan
Tim_Berners-Lee,united kingdom,United Kingdom
Tim_Henman,united kingdom,United Kingdom
Tin%28II%29_chloride,poland,Poland
Tin,china,China
Tin_whistle,ireland,Ireland
Tiridates_I_of_Armenia,armenia,Armenia
Titanium,australia,Australia
Titanosauridae,argentina,Argentina
Tobacco,united states,United States
Tobacco_smoking,,None
Tofu,china,China
Togo,togo,Togo
Tokelau,new zealand,New Zealand
Tokyo,japan,Japan
Toluene,,None
Tom_and_Jerry_%28MGM%29,united states,United States
Tone_cluster,canada,Canada
Tonga,tonga,Tonga
Tony_Blair,united kingdom,United Kingdom
Tooth_development,,None
Tooth_enamel,,None
Topology,,None
Top_of_the_Pops,united kingdom,United Kingdom
Toraja,indonesia,Indonesia
Tornado,united states,United States.
Toronto,canada,Canada
Tottenham_Hotspur_F.C.,,England
Tourette_syndrome,france,France
Tourism,,None
Tour_de_France,france,France
Tower_Bridge,,England
Tower_of_London,,England.
Toy,united states,United States
Toy_Story,united states,United States
To_Kill_a_Mockingbird,united states,United States
Trabancos_River,spain,Spain
Trade_and_usage_of_saffron,japan,Japan
Trade_union,united kingdom,United Kingdom
Trafalgar_Square,united kingdom,United Kingdom
Train,united kingdom,United Kingdom
Trans-Siberian_Railway,russia,Russia
Transit_of_Venus,,None
Transport,taiwan,Taiwan
Trapdoor_spider,united states,United States
Treasure_Island,,Scotland
Treaty_of_Devol,,Byzantium.
Treaty_of_Versailles,france,France.
Tree,india,India
Treecreeper,india,India
Tree_frog,,None
Tree_Sparrow,japan,Japan
Trench_warfare,united states,United States
Triassic,germany,Germany
Triathlon,france,France
Tribe,,None
Triceratops,canada,Canada
Trichinosis,united states,United States
Triggerplant,australia,Australia
Trigonometric_function,india,India
Trigonometry,,None
Trimurti,india,India
Trinidad_and_Tobago,,Trinidad and Tobago.
Trinity,,England
Trinity_College%2C_Cambridge,,England
Trinity_test,united states,United States
Tripitaka,india,India
Tripoli,libya,Libya
Triumph_of_the_Will,germany,Germany
Trobairitz,france,France
Trojan_War,greece,Greece
Troodon,,USA
Troop_sleeper,united states,United States.
Tropical_cyclone,south africa,South Africa
Tropical_Storm_Allison,united states,United States.
Tropical_Storm_Ana_%282003%29,united states,United States
Tropical_Storm_Bilis_%282006%29,philippines,Philippines
Tropical_Storm_Bonnie_%282004%29,united states,United States
Tropical_Storm_Chris_%282006%29,bahamas,Bahamas
Tropical_Storm_Danielle_%281992%29,united states,United States.
Tropical_Storm_Delta_%282005%29,morocco,Morocco
Tropical_Storm_Franklin_%282005%29,bahamas,Bahamas
Tropical_Storm_Harvey_%282005%29,bermuda,Bermuda
Tropical_Storm_Henri_%282003%29,united states,United States
Tropical_Storm_Isabel_%281985%29,puerto rico,Puerto Rico
Tropical_Storm_Larry_%282003%29,mexico,Mexico
Tropical_Storm_Lee_%282005%29,united states,United States
Tropical_Storm_Leslie_%282000%29,united states,United States
Tropical_Storm_Matthew_%282004%29,united states,United States
Tropical_Storm_Odette_%282003%29,dominican republic,Dominican Republic
Tropical_Storm_Vamei,singapore,Singapore
Tropical_Storm_Zeta_%282005%29,united states,United States
Tropics,philippines,Philippines
Trout,,None
Trumpet,france,France
Tsar_Bomba,russia,Russia
Tsunami,japan,Japan
Tuatara,new zealand,New Zealand
Tuberculosis,south africa,South Africa
Tufted_Duck,,None
Tuna,,None
Tungsten,china,China
Tunis,tunisia,Tunisia
Tunisia,tunisia,Tunisia
Tupac_Shakur,united states,United States
Turin,italy,Italy
Turkey,turkey,Turkey.
Turkey_%28bird%29,united states,United States
Turkish_literature,turkey,Turkey
Turkish_Republic_of_Northern_Cyprus,cyprus,Cyprus
Turkmenistan,turkmenistan,Turkmenistan
Turks_and_Caicos_Islands,bahamas,Bahamas
Turmeric,india,India
Turner_syndrome,,None
Turquoise,iran,Iran
Turtle,south africa,South Africa
Tutsi,rwanda,Rwanda
Tuvalu,tuvalu,Tuvalu.
Tycho_Brahe,denmark,Denmark
Typewriter,united states,United States
Typhoon_Ewiniar_%282006%29,japan,Japan
Typhoon_Saomai_%282006%29,china,China
Tyrannosaurus,united states,United States
U.S._Navy_Marine_Mammal_Program,united states,United States.
U.S._Open_%28tennis%29,united states,United States
U.S._Route_66,united states,United States.
U.S._state,united states,United States.
U2,ireland,Ireland
Ubuntu_%28Linux_distribution%29,south africa,South Africa
Uffington_White_Horse,,England
Uganda,uganda,Uganda
Ukraine,ukraine,Ukraine
Ukulele,,Hawaii
Ulawun,papua new guinea,Papua New Guinea
Ultimatum_game,mongolia,Mongolia
Ultraviolet,germany,Germany
Uluru,australia,Australia
Ulysses_S._Grant,,USA
Umbrella_Cockatoo,indonesia,Indonesia
Underground_%28stories%29,japan,Japan
Union_Flag,united kingdom,United Kingdom
Union_Station_%28San_Diego%29,united states,United States.
United_Arab_Emirates,united arab emirates,United Arab Emirates.
United_for_Peace_and_Justice,united states,United States.
United_Kingdom,united kingdom,United Kingdom.
United_Kingdom_national_football_team,united kingdom,United Kingdom
United_Malays_National_Organisation,malaysia,Malaysia
United_Nations,united states,United States
United_States,united states,United States
United_States_Bill_of_Rights,united states,United States
United_States_Congress,united states,United States.
United_States_Constitution,united states,United States.
United_States_Declaration_of_Independence,united states,United States.
United_States_dollar,united states,United States.
United_States_House_of_Representatives,united states,United States.
United_States_Numbered_Highways,united states,United States.
United_States_Senate,united states,United States.
United_States_Virgin_Islands,united states,United States
Universe,,None
University,,England
University_of_Bristol,united kingdom,United Kingdom
University_of_Cambridge,,England
University_of_Chicago,,USA.
University_of_Texas_at_Austin,,Texas
Unix,united states,United States
Ununbium,germany,Germany
Ununhexium,russia,Russia
Ununoctium,russia,Russia
Ununpentium,,None
Ununquadium,russia,Russia
Ununtrium,,None
Upsilon_Andromedae,,Andromeda
Upsilon_Andromedae_b,,Andromeda
Upsilon_Andromedae_c,,Andromeda
Upsilon_Andromedae_d,,Andromeda
Uranium,australia,Australia
Uranus,,None
Urial,pakistan,Pakistan
Ursuline_Convent_Riots,united states,United States.
Uruguay,uruguay,Uruguay
USS_Wisconsin_%28BB-64%29,united states,United States
Utilitarianism,,None
Utrecht_%28city%29,netherlands,Netherlands
Uzbekistan,uzbekistan,Uzbekistan.
Vacutainer,,None
Valpara%C3%ADso,chile,Chile.
Vampire,united states,United States
Vampire_bat,,None
Vanadium,,None
Vancouver,canada,Canada
Vanilla,madagascar,Madagascar
Vanuatu,vanuatu,Vanuatu.
Van_Halen,,USA
Varanasi,india,India
Vasco_da_Gama,portugal,Portugal
Vatican_City,italy,Italy
Vegetable,,None
Vegetation,,Alaska.
Velociraptor,mongolia,Mongolia
Venezuela,venezuela,Venezuela
Venn_diagram,united kingdom,United Kingdom
Venus,,England
Venus_and_Adonis_%28opera%29,,England
Vernon_Kell,united kingdom,United Kingdom
Vertebrate,,None
Vestigial_structure,,None
Vicia_faba,egypt,Egypt
Victoria%2C_Seychelles,seychelles,Seychelles
Victoria_Cross,united kingdom,United Kingdom
Victoria_of_the_United_Kingdom,united kingdom,United Kingdom
Victor_Hugo,france,France
Video,,USA.
Vienna,austria,Austria
Vietnam,vietnam,Vietnam
Vietnam_War,vietnam,Vietnam
Viking,norway,Norway
Vinaya,india,India
Vincent_van_Gogh,netherlands,Netherlands
Virgil,italy,Italy
Virginian_Railway,united states,United States.
Virtuti_Militari,poland,Poland
Virus,,None
Visual_arts,italy,Italy
Vitamin,,None
Vitamin_C,,None
Vitamin_D,,None
Vitus_Bering,russia,Russia
Vivien_Leigh,,England
Vladimir_Lenin,russia,Russia
Vodafone,united kingdom,United Kingdom
Volcanic_pipe,australia,Australia
Volcano,japan,Japan
Vole,,North America
Volga_River,russia,Russia
Volleyball,united states,United States
Volt,italy,Italy
Voltaire,france,France
Voting,,None
Vowel,,None
Voynich_manuscript,poland,Poland
Vulgar_Latin,italy,Italy
Vulture,india,India
W._Mark_Felt,united states,United States
Wader,,None
Waheguru,india,India
Wake_Island,united states,United States.
Wales,,Wales
Wallaby,australia,Australia
Wallis_and_Futuna,france,France
Wall_Street,united states,United States
Walrus,,Alaska
Walter_Raleigh,,England
Walter_Scott,,Scotland
Walt_Disney,united states,United States.
Walt_Whitman,united states,United States.
War,armenia,Armenia
Ward_Cunningham,united states,United States
Warren_G._Harding,,USA.
Warsaw,poland,Poland
Warsaw_Uprising_%281794%29,poland,Poland
Wars_of_Castro,italy,Italy
Wars_of_the_Roses,,England
War_and_Peace,russia,Russia
War_in_Somalia_%282006%E2%80%93present%29,somalia,Somalia
War_of_the_League_of_Cambrai,italy,Italy
War_of_the_Spanish_Succession,spain,Spain
Wasabi,japan,Japan
Washington%2C_D.C.,united states,United States
Washington_Metro,united states,United States.
Washington_streetcars,united states,United States.
Wasp,,None
Waste_management,canada,Canada
Watch,,None
Watchmen,united states,United States
Water,italy,Italy
Watercolor_painting,germany,Germany
Water_Buffalo,,Asia
Water_polo,italy,Italy
Water_purification,,None
Water_resources,,None
Watling_Street,,England
Wave%E2%80%93particle_duality,,None
Wave,,None
Wayne_Rooney,,England
Weakest_Link,united kingdom,United Kingdom
Weapon,,None
Weasel,,None
Weather,,None
Weather_forecasting,united states,United States.
Weather_map,united states,United States.
Weed,,None
Weight_training,,None
Weimar_Republic,germany,Germany
Welding,india,India
Wellington,new zealand,New Zealand
Welsh_law,,Wales
Wernher_von_Braun,united states,United States
Wessex,,England
Western_Front_%28World_War_I%29,france,France
Western_painting,france,France
Western_Roman_Empire,italy,Italy
Western_Sahara,morocco,Morocco
Westminster_Abbey,,England.
Westminster_System,united kingdom,United Kingdom
Weston-super-Mare,,England
Westport_Country_Playhouse,united states,United States.
West_Bank,,Palestine
West_Flemish,belgium,Belgium
West_Virginia,united states,United States.
Weyauwega_derailment,united states,United States
Weymouth,,England
Weyto_language,ethiopia,Ethiopia
Whale,,None
Whale_shark,philippines,Philippines
Whale_song,,None
Wheat,china,China
Where_Did_Our_Love_Go,,USA.
Whipworm,,None
White%27s_Tree_Frog,australia,Australia
White-tailed_Eagle,norway,Norway
Whitethroat,,None
White_cliffs_of_Dover,united kingdom,United Kingdom
White_Mountain_art,united states,United States.
White_Wagtail,,None
Whitney_Joins_The_JAMs,,UK
Whooping_Crane,canada,Canada
Wigeon,,None
Wikimedia_Foundation,united states,United States
Wikinews,,None
Wikipedia,,USA.
Wikipedia_Text_of_the_GNU_Free_Documentation_License,,USA
Wikisource,,None
Wikispecies,,None
Wildebeest,,Africa
Wild_cat,,Europe
Willem_Barents,russia,Russia
